Gene	Chrom	Start	End	Coding
SEA1	chr10	895818	903665	Coding
PF3D7_1021900	chr10	904858	914036	Coding
PF3D7_1022000	chr10	918062	925141	Coding
PF3D7_1022100	chr10	925036	926519	Coding
PF3D7_1022200	chr10	926542	929405	Coding
ZIPCO	chr10	931776	934833	Coding
SRSF4	chr10	939330	942546	Coding
CS	chr10	943794	946858	Coding
Kelch10	chr10	948397	952528	Coding
PLSCR	chr10	951189	953537	Coding
ISPG	chr10	955084	958629	Coding
ApiCOX13	chr10	958464	960482	Coding
PF3D7_1023000	chr10	960653	962723	Coding
PF3D7_1023100	chr10	963497	980560	Coding
OMPDC	chr10	981920	983627	Coding
PF3D7_1023300	chr10	983518	985785	Coding
PF3D7_1023400	chr10	984452	987300	Coding
PF3D7_1023500	chr10	986993	987310	Coding
PF3D7_1023600	chr10	987358	990148	Coding
PF3D7_1023700	chr10	991147	993420	Coding
PF3D7_1023800	chr10	994299	997092	Coding
CHD1	chr10	996807	1010012	Coding
PF3D7_1024000	chr10	1014459	1016982	Coding
PF3D7_1024100	chr10	1016823	1020866	Coding
PF3D7_1024200	chr10	1020895	1022060	Coding
ATPTG10	chr10	1022202	1023132	Coding
PF3D7_1024400	chr10	1023189	1025165	Coding
PF3D7_1024500	chr10	1025576	1027071	Coding
PF3D7_1024600	chr10	1026920	1029574	Coding
PF3D7_1024700	chr10	1029659	1031835	Coding
EXP3	chr10	1032432	1040157	Coding
PF3D7_1024900	chr10	1039937	1045239	Coding
EPS15	chr10	1045271	1051309	Coding
GFPT	chr10	1051357	1055540	Coding
ATP12	chr10	1055678	1057237	Coding
PF3D7_1025300	chr10	1057640	1060718	Coding
PF3D7_1025400	chr10	1060944	1067485	Coding
PF3D7_1025500	chr10	1067652	1086992	Coding
COX17	chr10	1087985	1088417	Coding
PF3D7_1025700	chr10	1088931	1089909	Coding
C4AP2	chr10	1089527	1090903	Coding
PF3D7_1025900	chr10	1090935	1098006	Coding
PF3D7_1026000	chr10	1098008	1100175	Coding
PF3D7_1026100	chr10	1101024	1103427	Coding
PF3D7_1026200	chr10	1103231	1105245	Coding
PF3D7_1026300	chr10	1105482	1109722	Coding
CDC20	chr10	1109794	1111976	Coding
PF3D7_1026500	chr10	1112098	1113190	Coding
PF3D7_1026600	chr10	1113232	1119224	Coding
RPS2	chr10	1121930	1124959	Coding
HCS1	chr10	1125283	1126167	Coding
PF3D7_1027000	chr10	1126277	1132406	Coding
MPP10	chr10	1133359	1136667	Coding
PF3D7_1027200	chr10	1136887	1140020	Coding
nPrx	chr10	1139669	1144013	Coding
RPB7	chr10	1145400	1147484	Coding
PF3D7_1027500	chr10	1147866	1148213	Coding
SPO11-2	chr10	1148267	1150490	Coding
CEN3	chr10	1150507	1152207	Coding
RPL3	chr10	1153081	1155488	Coding
DHHC10	chr10	1156648	1158980	Coding
PF3D7_1028000	chr10	1159580	1163736	Coding
PPO	chr10	1163786	1165615	Coding
PF3D7_1028200	chr10	1165685	1167543	Coding
EBP2	chr10	1167709	1169301	Coding
PF3D7_1028400	chr10	1169547	1171684	Coding
PF3D7_1028500	chr10	1171988	1175373	Coding
PF3D7_1028600	chr10	1176028	1177887	Coding
MTRAP	chr10	1179469	1183381	Coding
PF3D7_1028800	chr10	1183033	1184346	Coding
IMC1m	chr10	1184559	1186461	Coding
PF3D7_1029100	chr10	1189990	1195098	Coding
PF3D7_1029200	chr10	1195142	1197783	Coding
PF3D7_1029300	chr10	1197379	1200268	Coding
CDC50C	chr10	1200735	1203235	Coding
PF3D7_1029500	chr10	1204346	1204762	Coding
ADA	chr10	1204815	1207912	Coding
PF3D7_1029700	chr10	1208198	1210914	Coding
HPR2	chr10	1211524	1213888	Coding
PF3D7_1029900	chr10	1216830	1222661	Coding
SPT4	chr10	1223136	1224517	Coding
PRP22	chr10	1223717	1229643	Coding
CLAMP	chr10	1229987	1233020	Coding
PF3D7_1030300	chr10	1233044	1238180	Coding
PF3D7_1030400	chr10	1241767	1242977	Coding
RPN9	chr10	1243547	1245815	Coding
KAE1	chr10	1245421	1247811	Coding
PF3D7_1030700	chr10	1248115	1249462	Coding
PF3D7_1030800	chr10	1249480	1250925	Coding
P28	chr10	1251151	1251807	Coding
P25	chr10	1253373	1254412	Coding
PF3D7_1031100	chr10	1254553	1256102	Coding
MORN1	chr10	1256560	1258903	Coding
PF3D7_1031300	chr10	1259098	1263892	Coding
OTU	chr10	1263906	1269524	Coding
DDX3X	chr10	1269537	1274166	Coding
GEXP15	chr10	1274939	1280545	Coding
I3	chr10	1280547	1282279	Coding
PF3D7_1031800	chr10	1282058	1284276	Coding
PF3D7_1031900	chr10	1284588	1287287	Coding
RimM	chr10	1287320	1290508	Coding
DCP1	chr10	1292394	1298406	Coding
PF3D7_1032200	chr10	1298327	1299141	Coding
PF3D7_1032300	chr10	1299692	1302667	Coding
PIGA	chr10	1302298	1305315	Coding
Der1-2	chr10	1305485	1308052	Coding
PF3D7_1032600	chr10	1308244	1310077	Coding
PF3D7_1032700	chr10	1310085	1313049	Coding
LRR1	chr10	1313214	1315135	Coding
PF3D7_1032900	chr10	1315145	1321148	Coding
HPR1	chr10	1321359	1323742	Coding
AdoMetDC/ODC	chr10	1323813	1331955	Coding
ETRAMP10.2	chr10	1333997	1336551	Coding
PF3D7_1033300	chr10	1337559	1339195	Coding
HAD1	chr10	1339140	1341120	Coding
WDR70	chr10	1341631	1344010	Coding
CEF1	chr10	1344081	1347509	Coding
BDP1	chr10	1347681	1350687	Coding
PF3D7_1033800	chr10	1351197	1353284	Coding
PF3D7_1033900	chr10	1354427	1357118	Coding
SLY1	chr10	1359257	1361309	Coding
PF3D7_1034100	chr10	1362149	1363069	Coding
RPL27	chr10	1363474	1364118	Coding
TLAP2	chr10	1365099	1366691	Coding
SDHA	chr10	1366770	1369652	Coding
PF3D7_1034500	chr10	1369717	1376708	Coding
IF3b	chr10	1376452	1377978	Coding
PF3D7_1034700	chr10	1378257	1379876	Coding
PF3D7_1034800	chr10	1379950	1382660	Coding
MRScyt	chr10	1383164	1386554	Coding
PF3D7_1035000	chr10	1386295	1390034	Coding
PF3D7_1035100	chr10	1391390	1393405	Coding
PF3D7_1035200	chr10	1393856	1397323	Coding
GLURP	chr10	1398801	1403741	Coding
MSP3	chr10	1403807	1406234	Coding
MSP6	chr10	1406658	1409053	Coding
H101	chr10	1409095	1410806	Coding
DBLMSP	chr10	1412641	1416363	Coding
M712	chr10	1419703	1423290	Coding
MAAP	chr10	1423666	1425959	Coding
MSP11	chr10	1426843	1429332	Coding
DBLMSP2	chr10	1432498	1434786	Coding
LSA1	chr10	1436316	1439804	Coding
PF3D7_1036500	chr10	1440686	1443875	Coding
PF3D7_1036600	chr10	1444154	1446062	Coding
PhLP2	chr10	1445542	1447915	Coding
ACT	chr10	1447919	1451772	Coding
PF3D7_1036900	chr10	1452558	1460998	Coding
REV3	chr10	1461927	1469867	Coding
PyKII	chr10	1469672	1472655	Coding
PF3D7_1037200	chr10	1473514	1476860	Coding
AAC1	chr10	1476917	1480703	Coding
PF3D7_1037400	chr10	1481557	1486315	Coding
DYN2	chr10	1487741	1490305	Coding
XPB	chr10	1490767	1494398	Coding
ERH	chr10	1495330	1496999	Coding
PF3D7_1037800	chr10	1497096	1502155	Coding
PF3D7_1037900	chr10	1502362	1504802	Coding
PF3D7_1038000	chr10	1504966	1507544	Coding
PF3D7_1038100	chr10	1507084	1510762	Coding
PF3D7_1038200	chr10	1511160	1512081	Coding
PF3D7_1038300	chr10	1512190	1514416	Coding
Pf11-1	chr10	1518290	1548390	Coding
PF3D7_1038500	chr10	1547991	1550117	Coding
PF3D7_1038600	chr10	1551088	1553687	Coding
PF3D7_1038700	chr10	1553957	1555870	Coding
PF3D7_1038800	chr10	1556587	1561332	Coding
PF3D7_1038900	chr10	1561978	1564670	Coding
FIKK10.2	chr10	1567784	1572695	Coding
MC-2TM	chr10	1591578	1592367	Coding
EPF3	chr10	1594503	1595277	Coding
EPF4	chr10	1596487	1597605	Coding
RIF	chr10	1599900	1601077	Coding
RIF	chr10	1602935	1603989	Coding
PF3D7_1040200	chr10	1605876	1607228	Coding
RIF	chr10	1609063	1610422	Coding
RIF	chr10	1612530	1613735	Coding
RIF	chr10	1615804	1617070	Coding
RIF	chr10	1619086	1620244	Coding
RIF	chr10	1622368	1623684	Coding
RIF	chr10	1625772	1626824	Coding
RIF	chr10	1628914	1630023	Coding
RIF	chr10	1632398	1633665	Coding
RIF	chr10	1635596	1636779	Coding
RIF	chr10	1639171	1640518	Coding
VAR	chr10	1642401	1649948	Coding
VAR	chr11	24160	31598	Coding
VAR	chr11	32666	42386	Coding
RIF	chr11	45056	46233	Coding
RIF	chr11	48112	49307	Coding
RIF	chr11	51623	52751	Coding
MC-2TM	chr11	59294	60395	Coding
RIF	chr11	66686	67965	Coding
RIF	chr11	70081	71289	Coding
RIF	chr11	73244	74442	Coding
EPF4	chr11	80306	81424	Coding
EPF3	chr11	82633	83415	Coding
MC-2TM	chr11	85629	86418	Coding
EPF1	chr11	87041	87889	Coding
PF3D7_1102200	chr11	105357	107235	Coding
PF3D7_1102300	chr11	109829	111884	Coding
PPCS	chr11	114236	118021	Coding
GEXP02	chr11	118504	122768	Coding
GEXP14	chr11	123216	124749	Coding
ETRAMP11.1	chr11	127762	130186	Coding
ETRAMP11.2	chr11	129265	132824	Coding
PF3D7_1102900	chr11	136578	137625	Coding
PF3D7_1103000	chr11	138646	139034	Coding
RPP1	chr11	139700	141251	Coding
SufD	chr11	145836	151037	Coding
PF3D7_1103500	chr11	151196	154519	Coding
ALP2a	chr11	156062	158420	Coding
CK2beta1	chr11	159527	161502	Coding
NOT1	chr11	162259	174387	Coding
PF3D7_1103900	chr11	175047	175501	Coding
PF3D7_1104000	chr11	175085	178257	Coding
SYN13	chr11	178821	181341	Coding
SNF2L	chr11	182007	187692	Coding
PF3D7_1104300	chr11	190492	195121	Coding
Trx-mero	chr11	196227	198859	Coding
PF3D7_1104500	chr11	199103	201037	Coding
PF3D7_1104600	chr11	202330	204261	Coding
RPC25	chr11	204272	205928	Coding
PF3D7_1104800	chr11	206335	210051	Coding
PF3D7_1104900	chr11	212772	220288	Coding
H4	chr11	219926	223878	Coding
H2B	chr11	225227	226943	Coding
WDR8	chr11	228159	231014	Coding
PF3D7_1105300	chr11	231469	234881	Coding
RPS4	chr11	235266	238856	Coding
CEN4	chr11	239262	241179	Coding
PTEX88	chr11	240616	245317	Coding
RTCB	chr11	246768	249431	Coding
PF3D7_1105800	chr11	250276	253352	Coding
PF3D7_1105900	chr11	254523	254921	Coding
RUVB2	chr11	255011	257735	Coding
PF3D7_1106100	chr11	258508	259998	Coding
PF3D7_1106200	chr11	260554	263407	Coding
XRN1	chr11	262911	266839	Coding
PF3D7_1106400	chr11	267237	268354	Coding
PF3D7_1106500	chr11	268176	274697	Coding
PF3D7_1106600	chr11	275163	279995	Coding
DNA2	chr11	279803	283029	Coding
pTKL	chr11	283337	289495	Coding
PF3D7_1106900	chr11	289667	290290	Coding
LSM4	chr11	290954	292740	Coding
PF3D7_1107100	chr11	293534	297356	Coding
PF3D7_1107200	chr11	297359	301207	Coding
PAIP1	chr11	300943	316691	Coding
RAD51	chr11	317615	319552	Coding
PF3D7_1107500	chr11	319592	321540	Coding
PF3D7_1107600	chr11	321886	325323	Coding
PES	chr11	326603	329176	Coding
ApiAP2	chr11	328877	336810	Coding
MSCS	chr11	343913	349351	Coding
PF3D7_1108000	chr11	351860	354337	Coding
PF3D7_1108100	chr11	355724	360711	Coding
DTD	chr11	360881	362238	Coding
PCD	chr11	362243	363831	Coding
CK2alpha	chr11	363945	366461	Coding
SCS-alpha	chr11	366977	369608	Coding
ERC	chr11	369068	371707	Coding
Pfj2	chr11	372099	376865	Coding
PF3D7_1108800	chr11	377740	378396	Coding
PF3D7_1108900	chr11	378740	380796	Coding
PF3D7_1109100	chr11	382557	387277	Coding
PF3D7_1109200	chr11	387748	389620	Coding
ENP1	chr11	390055	394326	Coding
RPL36	chr11	396205	398339	Coding
PF3D7_1110000	chr11	398442	399490	Coding
PF3D7_1110100	chr11	400063	403317	Coding
PRPF6	chr11	405087	410073	Coding
PF3D7_1110300	chr11	409782	412622	Coding
PF3D7_1110400	chr11	412246	420738	Coding
VPS35	chr11	421374	425853	Coding
PF3D7_1110600	chr11	425857	427801	Coding
ALP1	chr11	427896	430361	Coding
PF3D7_1110800	chr11	429897	431828	Coding
PF3D7_1110900	chr11	431833	434308	Coding
PF3D7_1111000	chr11	434474	436923	Coding
RFC5	chr11	436628	438959	Coding
PF3D7_1111200	chr11	439250	441856	Coding
BOS1	chr11	442112	444385	Coding
PF3D7_1111400	chr11	444782	445807	Coding
PF3D7_1111500	chr11	445809	446947	Coding
PF3D7_1111600	chr11	448912	451698	Coding
PF3D7_1111700	chr11	451922	455003	Coding
PF3D7_1111800	chr11	455313	457030	Coding
PF3D7_1111900	chr11	457356	459438	Coding
PF3D7_1112000	chr11	459454	461568	Coding
PF3D7_1112100	chr11	461766	469974	Coding
COQ4	chr11	470541	471608	Coding
PF3D7_1112300	chr11	471687	474753	Coding
PF3D7_1112400	chr11	475347	476522	Coding
PF3D7_1112500	chr11	476989	478637	Coding
PF3D7_1112600	chr11	478651	481414	Coding
PF3D7_1112700	chr11	481830	485831	Coding
PF3D7_1112800	chr11	486329	487666	Coding
PF3D7_1112900	chr11	487814	490238	Coding
PF3D7_1113000	chr11	491069	510781	Coding
PRL	chr11	510703	516323	Coding
PF3D7_1113200	chr11	516403	518420	Coding
UGT	chr11	518688	520690	Coding
DSK2	chr11	521020	522963	Coding
PF3D7_1113500	chr11	523510	526869	Coding
PF3D7_1113600	chr11	526884	529092	Coding
GLO1	chr11	529103	530687	Coding
PF3D7_1113800	chr11	530740	533858	Coding
MAPK2	chr11	534973	536499	Coding
PF3D7_1114000	chr11	537647	538297	Coding
ROM1	chr11	539792	542025	Coding
PF3D7_1114200	chr11	542108	546077	Coding
PF3D7_1114400	chr11	547383	549296	Coding
PF3D7_1114500	chr11	549849	551943	Coding
PF3D7_1114600	chr11	552259	553266	Coding
CLK3	chr11	553917	559114	Coding
G3PDH	chr11	558924	561433	Coding
PF3D7_1114900	chr11	561660	569505	Coding
PF3D7_1115000	chr11	569509	570889	Coding
PF3D7_1115100	chr11	570914	573409	Coding
SET7	chr11	574690	580622	Coding
FP2B	chr11	580697	583509	Coding
FP3	chr11	583893	586325	Coding
ApiAP2	chr11	586991	589755	Coding
CYP19B	chr11	589237	591038	Coding
FP2A	chr11	591136	594805	Coding
PF3D7_1115800	chr11	595116	598541	Coding
DHHC9	chr11	598674	602767	Coding
RON4	chr11	602440	607471	Coding
PF3D7_1116100	chr11	607683	615009	Coding
PDX2	chr11	615730	617191	Coding
CYP19C	chr11	617528	620150	Coding
SEC12	chr11	619245	622345	Coding
FT2	chr11	622544	626072	Coding
STT3	chr11	626070	629940	Coding
DPAP1	chr11	630359	634006	Coding
HSP101	chr11	635806	641374	Coding
PF3D7_1116900	chr11	644100	645537	Coding
PF3D7_1117000	chr11	646922	651343	Coding
UCH54	chr11	652399	654424	Coding
PF3D7_1117200	chr11	654762	660420	Coding
PF3D7_1117300	chr11	661949	662633	Coding
PF3D7_1117400	chr11	663535	665778	Coding
TyrRSapi	chr11	666027	667977	Coding
ICT1	chr11	668095	670115	Coding
RAN	chr11	670173	673050	Coding
MLH	chr11	673771	677584	Coding
PF3D7_1117900	chr11	677741	683573	Coding
PF3D7_1118000	chr11	683845	685616	Coding
AP1S	chr11	686272	688530	Coding
PF3D7_1118200	chr11	688128	692106	Coding
PF3D7_1118300	chr11	693215	699458	Coding
HAD4	chr11	699508	702063	Coding
NOP56	chr11	702276	705399	Coding
MYST	chr11	704987	707585	Coding
MLC-B	chr11	707860	713551	Coding
ARC40	chr11	714095	716553	Coding
PF3D7_1118900	chr11	716730	718412	Coding
PF3D7_1119000	chr11	718042	720478	Coding
PF3D7_1119100	chr11	720555	722354	Coding
PF3D7_1119200	chr11	722046	723551	Coding
U2AF1	chr11	724087	725951	Coding
PF3D7_1119400	chr11	726905	735137	Coding
PF3D7_1119500	chr11	736057	737776	Coding
PF3D7_1119600	chr11	738041	742201	Coding
PF3D7_1119700	chr11	743663	746472	Coding
ASF1	chr11	746560	747902	Coding
SEC16	chr11	748255	755195	Coding
PF3D7_1120000	chr11	755951	760604	Coding
PGM1	chr11	760859	763812	Coding
PF3D7_1120200	chr11	764390	766081	Coding
MIT1	chr11	766084	768879	Coding
PF3D7_1120400	chr11	768725	771841	Coding
PF3D7_1120500	chr11	771490	775327	Coding
PF3D7_1120600	chr11	775233	783909	Coding
PF3D7_1120700	chr11	783924	789129	Coding
PF3D7_1120800	chr11	789560	790262	Coding
HSBP	chr11	790267	791082	Coding
DHHC3	chr11	792188	794151	Coding
PF3D7_1121100	chr11	793500	800524	Coding
PF3D7_1121200	chr11	800552	801465	Coding
TKL2	chr11	801809	808198	Coding
PF3D7_1121400	chr11	810210	812290	Coding
PF3D7_1121500	chr11	812583	814130	Coding
EXP1	chr11	814343	818094	Coding
GCN20	chr11	818268	822945	Coding
PF3D7_1121800	chr11	823239	829313	Coding
PF3D7_1121900	chr11	835823	837872	Coding
PF3D7_1122000	chr11	837912	840125	Coding
GPI16	chr11	840282	842499	Coding
JmjC3	chr11	842501	845743	Coding
PF3D7_1122300	chr11	846929	848014	Coding
PF3D7_1122400	chr11	848748	852976	Coding
KIC10	chr11	852985	859371	Coding
PF3D7_1122600	chr11	859451	868220	Coding
PF3D7_1122700	chr11	868275	869789	Coding
CDPK6	chr11	871050	877707	Coding
PF3D7_1122900	chr11	878969	895273	Coding
PF3D7_1123000	chr11	895885	906868	Coding
CDPK7	chr11	909056	916804	Coding
LRR11	chr11	917394	921163	Coding
PF3D7_1123300	chr11	921384	924526	Coding
ERF3	chr11	924653	927965	Coding
GP2	chr11	928601	933649	Coding
PF3D7_1123600	chr11	934715	938597	Coding
PF3D7_1123700	chr11	938756	940010	Coding
SMC5	chr11	940025	944624	Coding
SNU13	chr11	944850	946524	Coding
ERO1	chr11	947614	951244	Coding
BDCP	chr11	950693	956865	Coding
PF3D7_1124200	chr11	956931	959950	Coding
PF3D7_1124300	chr11	961072	964480	Coding
LSM1	chr11	964315	965485	Coding
pdhA	chr11	966719	969467	Coding
EK	chr11	968959	973122	Coding
MGE1	chr11	973924	976068	Coding
RRS1	chr11	976196	977963	Coding
RPL35	chr11	980411	983385	Coding
PF3D7_1125000	chr11	983393	985829	Coding
ICAP2	chr11	986112	988218	Coding
PF3D7_1125200	chr11	988330	991296	Coding
mtRNAP	chr11	991682	996497	Coding
TIM44	chr11	996776	1000180	Coding
SNRPD1	chr11	1000521	1001954	Coding
C4AP1	chr11	1001988	1003900	Coding
PF3D7_1125700	chr11	1004021	1007682	Coding
PF3D7_1125800	chr11	1007693	1011537	Coding
PF3D7_1125900	chr11	1012393	1014252	Coding
ThrRS	chr11	1013901	1017911	Coding
ATG7	chr11	1018358	1022935	Coding
RPS18	chr11	1023770	1025989	Coding
PF3D7_1126300	chr11	1026914	1029706	Coding
MED21	chr11	1030509	1031799	Coding
PF3D7_1126500	chr11	1032312	1037531	Coding
PF3D7_1126600	chr11	1037626	1040420	Coding
ATG23	chr11	1040447	1048468	Coding
SR-MG	chr11	1049176	1052926	Coding
SNRPF	chr11	1052969	1054388	Coding
PF3D7_1127000	chr11	1055701	1058777	Coding
dUTPase	chr11	1059925	1061367	Coding
PF3D7_1127200	chr11	1062718	1063072	Coding
PF3D7_1127300	chr11	1063077	1064882	Coding
PF3D7_1127400	chr11	1064993	1067053	Coding
PF3D7_1127500	chr11	1067055	1071027	Coding
PF3D7_1127600	chr11	1071718	1074209	Coding
PF3D7_1127700	chr11	1074626	1076405	Coding
PF3D7_1127800	chr11	1076956	1082092	Coding
PF3D7_1127900	chr11	1083321	1086048	Coding
PF3D7_1128000	chr11	1086660	1093283	Coding
PF3D7_1128100	chr11	1094357	1096486	Coding
MBF1	chr11	1096720	1097745	Coding
PFK11	chr11	1097880	1103771	Coding
FPPS/GGPPS	chr11	1104154	1107028	Coding
mHCF101	chr11	1107772	1110152	Coding
NOT2	chr11	1110057	1112485	Coding
GPI8	chr11	1112700	1115761	Coding
PF3D7_1128900	chr11	1117049	1120693	Coding
SpdSyn	chr11	1120716	1123490	Coding
PV1	chr11	1124682	1128048	Coding
RPN7	chr11	1128223	1131206	Coding
PF3D7_1129300	chr11	1131284	1137072	Coding
NOP2	chr11	1137082	1140631	Coding
PF3D7_1129500	chr11	1141454	1144631	Coding
PF3D7_1129600	chr11	1144744	1148981	Coding
PF3D7_1129700	chr11	1148926	1151585	Coding
PF3D7_1129800	chr11	1151788	1154689	Coding
MFR5	chr11	1155616	1158343	Coding
PAGM	chr11	1158440	1162440	Coding
RPL38	chr11	1162731	1164039	Coding
PfP0	chr11	1163768	1167334	Coding
RPT5	chr11	1168333	1171161	Coding
COG2	chr11	1171260	1176260	Coding
PF3D7_1130600	chr11	1176282	1180695	Coding
SMC1	chr11	1179639	1185871	Coding
PF3D7_1130800	chr11	1187604	1189562	Coding
PF3D7_1130900	chr11	1190118	1194394	Coding
PF3D7_1131000	chr11	1193687	1195036	Coding
SR1	chr11	1195469	1198419	Coding
PF3D7_1131200	chr11	1199053	1202149	Coding
PF3D7_1131300	chr11	1201675	1204113	Coding
PF3D7_1131400	chr11	1204242	1210151	Coding
PF3D7_1131500	chr11	1210686	1211456	Coding
PF3D7_1131600	chr11	1216521	1224812	Coding
PF3D7_1131700	chr11	1225688	1226474	Coding
PF3D7_1131800	chr11	1226559	1233099	Coding
PF3D7_1131900	chr11	1234061	1236391	Coding
PF3D7_1132000	chr11	1239829	1242921	Coding
PF3D7_1132100	chr11	1243226	1246618	Coding
TCP1	chr11	1248292	1251089	Coding
PF3D7_1132300	chr11	1251966	1253902	Coding
PF3D7_1132400	chr11	1254662	1260426	Coding
PF3D7_1132500	chr11	1261759	1266078	Coding
PRP38A	chr11	1265900	1267995	Coding
mRPL2	chr11	1268410	1270016	Coding
AQP	chr11	1270935	1273096	Coding
GCVH	chr11	1273208	1275484	Coding
PF3D7_1133000	chr11	1275535	1276542	Coding
PF3D7_1133100	chr11	1276697	1281158	Coding
PF3D7_1133200	chr11	1280823	1288093	Coding
CDC50B	chr11	1289824	1292127	Coding
AMA1	chr11	1292966	1296696	Coding
PF3D7_1133500	chr11	1296801	1298199	Coding
PF3D7_1133600	chr11	1298301	1300611	Coding
PF3D7_1133700	chr11	1301308	1307797	Coding
PF3D7_1133800	chr11	1308312	1312020	Coding
PF3D7_1133900	chr11	1312734	1317676	Coding
HSP70-3	chr11	1318721	1322792	Coding
PDI-11	chr11	1322407	1325617	Coding
PF3D7_1134200	chr11	1326228	1332808	Coding
EMMA1	chr11	1333076	1340271	Coding
PF3D7_1134400	chr11	1340325	1342250	Coding
PF3D7_1134500	chr11	1343384	1349822	Coding
PF3D7_1134600	chr11	1350158	1358171	Coding
RPA2	chr11	1358907	1364530	Coding
PF3D7_1134800	chr11	1367023	1368903	Coding
PF3D7_1134900	chr11	1369619	1371667	Coding
PF3D7_1135000	chr11	1371743	1374175	Coding
PPM8	chr11	1374293	1377710	Coding
PF3D7_1135300	chr11	1380567	1382594	Coding
PF3D7_1135400	chr11	1384340	1385924	Coding
PF3D7_1135500	chr11	1387091	1388909	Coding
CAPD3	chr11	1389211	1396929	Coding
PF3D7_1135700	chr11	1396148	1397044	Coding
PF3D7_1135800	chr11	1397248	1398391	Coding
PF3D7_1135900	chr11	1398462	1401319	Coding
PF3D7_1136000	chr11	1403727	1414748	Coding
PF3D7_1136100	chr11	1415406	1417214	Coding
PF3D7_1136200	chr11	1417279	1420432	Coding
TSN	chr11	1421786	1426832	Coding
SRP72	chr11	1426876	1431677	Coding
CK1	chr11	1431881	1435170	Coding
PF3D7_1136600	chr11	1440742	1445784	Coding
AIP	chr11	1446063	1449550	Coding
PF3D7_1136800	chr11	1449075	1453801	Coding
SUB2	chr11	1455197	1460871	Coding
PF3D7_1137100	chr11	1461487	1463111	Coding
AEP	chr11	1463149	1465573	Coding
PF3D7_1137300	chr11	1465889	1469381	Coding
PF3D7_1137400	chr11	1470103	1472480	Coding
PF3D7_1137500	chr11	1472839	1474438	Coding
PF3D7_1137600	chr11	1474667	1476838	Coding
PF3D7_1137700	chr11	1477643	1479850	Coding
SPELD	chr11	1480900	1481526	Coding
PF3D7_1137900	chr11	1483375	1485858	Coding
PF3D7_1138000	chr11	1486652	1496398	Coding
URM1	chr11	1496635	1498092	Coding
PF3D7_1138200	chr11	1498115	1499068	Coding
PF3D7_1138300	chr11	1498612	1499571	Coding
PF3D7_1138350	chr11	1499574	1500253	Coding
GCalpha	chr11	1500670	1514612	Coding
PPM2	chr11	1517580	1521643	Coding
PF3D7_1138600	chr11	1521810	1524748	Coding
KIC5	chr11	1525654	1532527	Coding
PF3D7_1138800	chr11	1532674	1540545	Coding
PF3D7_1139100	chr11	1545416	1553962	Coding
PF3D7_1139200	chr11	1553848	1555709	Coding
AP2-G5	chr11	1556447	1565469	Coding
PF3D7_1139500	chr11	1576132	1578978	Coding
PF3D7_1139600	chr11	1580594	1582483	Coding
PF3D7_1139700	chr11	1582539	1585322	Coding
PF3D7_1139800	chr11	1585329	1592079	Coding
EMC8	chr11	1593266	1595319	Coding
CA	chr11	1595767	1597718	Coding
PF3D7_1140100	chr11	1597769	1600089	Coding
PF3D7_1140200	chr11	1600448	1603560	Coding
PF3D7_1140300	chr11	1604250	1607491	Coding
PF3D7_1140400	chr11	1607519	1608723	Coding
MyoK	chr11	1610100	1615809	Coding
PF3D7_1140600	chr11	1615976	1622355	Coding
PF3D7_1140700	chr11	1622360	1632547	Coding
PF3D7_1140800	chr11	1633071	1636567	Coding
PF3D7_1140900	chr11	1636768	1643539	Coding
PF3D7_1141000	chr11	1644911	1647382	Coding
PF3D7_1141100	chr11	1649321	1657012	Coding
PF3D7_1141200	chr11	1657118	1658339	Coding
APR1	chr11	1658390	1663036	Coding
PIGH	chr11	1663373	1665749	Coding
PF3D7_1141500	chr11	1665761	1668162	Coding
DPM1	chr11	1668302	1669090	Coding
PF3D7_1141700	chr11	1669907	1671894	Coding
PF3D7_1141800	chr11	1672402	1675566	Coding
IMC1b	chr11	1676182	1677783	Coding
PF3D7_1142000	chr11	1678820	1681377	Coding
PF3D7_1142100	chr11	1681435	1692161	Coding
PF3D7_1142200	chr11	1692791	1694345	Coding
PF3D7_1142300	chr11	1694889	1701865	Coding
CPO	chr11	1701397	1703791	Coding
RPL28	chr11	1705435	1706918	Coding
PF3D7_1142600	chr11	1707861	1709391	Coding
PF3D7_1142700	chr11	1709869	1712608	Coding
ATPTG6	chr11	1713070	1714304	Coding
PF3D7_1142900	chr11	1714779	1717145	Coding
PF3D7_1143000	chr11	1717415	1718905	Coding
AP2-O	chr11	1718938	1725224	Coding
PF3D7_1143200	chr11	1728890	1731885	Coding
RPC40	chr11	1731176	1734347	Coding
PF3D7_1143400	chr11	1733903	1736776	Coding
PF3D7_1143500	chr11	1736787	1740230	Coding
PF3D7_1143600	chr11	1740858	1742152	Coding
PF3D7_1143700	chr11	1742517	1746755	Coding
CAP93	chr11	1747226	1751441	Coding
PF3D7_1143900	chr11	1751384	1753416	Coding
RPS21	chr11	1754466	1756072	Coding
PF3D7_1144100	chr11	1756482	1757258	Coding
PF3D7_1144200	chr11	1757488	1759205	Coding
RPL41	chr11	1759227	1760663	Coding
PF3D7_1144400	chr11	1762256	1766650	Coding
AOS1	chr11	1767459	1769954	Coding
TFG2	chr11	1770414	1772184	Coding
TIC20	chr11	1772009	1774198	Coding
PF3D7_1144800	chr11	1774605	1776787	Coding
RAB6	chr11	1777078	1779609	Coding
