Gene	Chrom	Start	End	Coding
PF3D7_0714400	7	662068	664084	1
PF3D7_0714500	7	664252	667474	1
PF3D7_0714600	7	667505	670119	1
PF3D7_0714700	7	670795	670866	0
PF3D7_0714800	7	671656	671735	0
PF3D7_0714900	7	672735	672816	0
PNPase	7	673042	674476	1
MYCBP	7	674505	675251	1
PF3D7_0715200	7	675522	682899	1
PF3D7_0715300	7	683130	686996	1
PSOP20	7	687618	689135	1
PF3D7_0715500	7	689176	690393	1
PF3D7_0715600	7	690902	693820	1
PF3D7_0715700	7	694095	695200	1
DMT1	7	695091	697180	1
CDF	7	697965	701574	1
PF3D7_0716000	7	702601	706721	1
SDA1	7	706991	711199	1
PF3D7_0716200	7	711820	715046	1
PF3D7_0716300	7	716275	719340	1
PF3D7_0716400	7	719353	721623	1
PF3D7_0716500	7	721717	725068	1
SufS	7	725093	727476	1
PF3D7_0716700	7	728081	731148	1
EIF3I	7	731974	734370	1
DMT2	7	734609	737460	1
PF3D7_0717000	7	737988	741576	1
PF3D7_0717100	7	741609	744981	1
PF3D7_0717200	7	745040	747459	1
PF3D7_0717300	7	747860	751189	1
PF3D7_0717400	7	751584	755027	1
CDPK4	7	755098	758456	1
IMC32	7	758490	763360	1
PF3D7_0717700	7	764201	766451	1
PF3D7_0717800	7	767357	771949	1
PF3D7_0717900	7	772279	775568	1
PF3D7_0718000	7	776141	795637	1
EST	7	795957	805184	1
CRMP2	7	812301	820635	1
PF3D7_0718400	7	821738	823473	1
PF3D7_0718500	7	824069	826448	1
PF3D7_0718600	7	826587	831534	1
PF3D7_0718700	7	831360	833140	1
PF3D7_0718800	7	833630	835051	1
PF3D7_0718900	7	835957	836861	1
PF3D7_0719000	7	837682	839204	1
PF3D7_0719100	7	838686	840277	1
NEK4	7	840693	843025	1
ARP6	7	843566	848302	1
PF3D7_0719400	7	848223	853891	1
CDC50A	7	854313	857078	1
PF3D7_0719600	7	858476	861392	1
RPS10	7	859916	863337	1
PF3D7_0719800	7	862922	865648	1
PF3D7_0719900	7	865738	876273	1
CSL4	7	876312	877716	1
ESF2	7	877733	879225	1
PF3D7_0720200	7	879431	880461	1
PF3D7_0720300	7	880465	880863	1
AIF	7	882414	885394	1
PF3D7_0720500	7	885897	888194	1
PF3D7_0720600	7	887432	890648	1
PF3D7_0720700	7	889883	899213	1
PF3D7_0720800	7	899525	901353	1
PF3D7_0720900	7	901363	903408	1
PF3D7_0721000	7	903558	914883	1
PF3D7_0721100	7	915483	917854	1
PF3D7_0721200	7	917535	921058	1
DDX31	7	921511	925761	1
PF3D7_0721400	7	925872	928510	1
PF3D7_0721500	7	928514	931139	1
PF3D7_0721600	7	930961	933016	1
PSOP1	7	935116	937312	1
PF3D7_0721800	7	937845	939457	1
PF3D7_0721900	7	939284	941111	1
PF3D7_0722000	7	941358	943425	1
PELO	7	943456	945979	1
RALP1	7	946077	949317	1
PF3D7_0722300	7	948774	953832	1
OLA1	7	954400	956685	1
CWC15	7	956747	958325	1
UTP7	7	958352	961340	1
C3AP1	7	961629	963030	1
PF3D7_0722800	7	963370	965109	1
PF3D7_0722900	7	965664	968075	1
PF3D7_0723000	7	968088	970023	1
CPH1	7	970492	971877	1
PF3D7_0723200	7	972658	974272	1
PF3D7_0723300	7	975585	978720	1
PF3D7_0723400	7	978565	984099	1
PF3D7_0723500	7	984384	985928	1
PF3D7_0723600	7	986292	987765	1
PF3D7_0723700	7	987805	991350	1
PF3D7_0723800	7	991989	1000332	1
PF3D7_0723900	7	1000342	1005611	1
PF3D7_0724000	7	1006222	1012279	1
PF3D7_0724100	7	1011770	1017083	1
TAP42	7	1019248	1020817	1
COQ3	7	1021112	1022659	1
PAM18	7	1023600	1024634	1
PF3D7_0724500	7	1024663	1026167	1
PF3D7_0724600	7	1026103	1033815	1
BDP6	7	1034245	1046354	1
PF3D7_0724800	7	1046357	1049418	1
PF3D7_0724900	7	1052392	1058413	1
PF3D7_0725000	7	1058649	1063957	1
PF3D7_0725100	7	1064276	1070581	1
PF3D7_0725200	7	1070594	1072029	1
PF3D7_0725300	7	1071985	1075144	1
PF3D7_0725400	7	1078691	1080123	1
PF3D7_0725600	7	1083761	1085847	0
PF3D7_0725800	7	1086213	1086371	0
PF3D7_0726000	7	1086570	1090357	0
PF3D7_0726050	7	1092439	1092741	1
PF3D7_0726100	7	1093546	1097313	1
FIKK7.1	7	1099013	1103615	1
PMS1	7	1103794	1109232	1
PF3D7_0726400	7	1108583	1125415	1
PF3D7_0726500	7	1125789	1138474	1
PF3D7_0726600	7	1139818	1143059	1
PF3D7_0726700	7	1143196	1143923	1
OST2	7	1143936	1144903	1
TIM50	7	1144814	1147488	1
VPS53	7	1147264	1151617	1
PF3D7_0727100	7	1151697	1155473	1
NFS1	7	1156175	1158838	1
DNMT	7	1159604	1162222	1
PF3D7_0727400	7	1162392	1164096	1
PF3D7_0727500	7	1164165	1166851	1
PF3D7_0727600	7	1167163	1170838	1
PF3D7_0727700	7	1171212	1174450	1
PF3D7_0727800	7	1175363	1181839	1
PF3D7_0727900	7	1183630	1190173	1
eIF2alpha	7	1190698	1192848	1
PF3D7_0728100	7	1193347	1210448	1
ALP3	7	1211209	1213613	1
PF3D7_0728300	7	1213841	1214973	1
PF3D7_0728400	7	1214862	1215834	1
PF3D7_0728500	7	1216088	1217201	1
PF3D7_0728600	7	1217404	1225908	1
PF3D7_0728700	7	1225499	1229857	1
PF3D7_0728800	7	1230145	1232666	1
PF3D7_0728900	7	1232210	1235443	1
SRP9	7	1235416	1236794	1
PF3D7_0729100	7	1237998	1246671	1
AOP	7	1246810	1248317	1
NMD3	7	1248478	1251901	1
PF3D7_0729400	7	1252237	1254478	1
MT-A70	7	1254778	1258355	1
CMC1	7	1258496	1260113	1
PF3D7_0729700	7	1259830	1262801	1
PF3D7_0729800	7	1263193	1264952	1
PF3D7_0729900	7	1265910	1281347	1
PF3D7_0730000	7	1280794	1282452	1
PF3D7_0730100	7	1282562	1285940	1
PF3D7_0730200	7	1286026	1290117	1
IMP2	7	1304347	1305096	1
PF3D7_0730500	7	1305154	1315639	1
PF3D7_0730600	7	1318059	1318131	0
PF3D7_0730700	7	1319011	1319082	0
PF3D7_0730800	7	1320155	1323192	1
PTP4	7	1324452	1333940	1
PF3D7_0731000	7	1333175	1334938	0
PTP2	7	1336751	1342768	1
PF3D7_0731200	7	1342335	1344508	1
PfG174	7	1348427	1351829	1
FIKK7.2	7	1353758	1355482	0
EBA175	7	1357251	1363653	1
ACS5	7	1366407	1370816	1
PF3D7_0731700	7	1371309	1372884	1
GEXP08	7	1376748	1380999	1
PF3D7_0732000	7	1385635	1386626	1
PF3D7_0732600	7	1406853	1407065	1
PF3D7_0732800	7	1410435	1412231	1
PF3D7_0800600	8	61138	62135	1
PF3D7_0800650	8	64633	64778	0
SURF8.3	8	65153	74000	1
PF3D7_0800750	8	76520	77102	0
PF3D7_0800800	8	79126	80766	1
PF3D7_0800900	8	83128	83904	0
PF3D7_0801000	8	83838	89909	1
PF3D7_0801100	8	91397	97571	0
PF3D7_0801200	8	98890	99051	0
WARP	8	101954	102826	1
PF3D7_0801400	8	104442	105517	1
NOL10	8	106068	108513	1
PF3D7_0801600	8	108965	109811	1
SENP2	8	111319	118441	1
PF3D7_0801800	8	117932	122572	1
LSD2	8	126226	143894	1
GDH3	8	145632	151659	1
AP2-LT	8	151702	161318	1
1-CysPxn	8	164729	166701	1
PWP2	8	166711	170995	1
PF3D7_0802400	8	171844	174406	1
PF3D7_0802500	8	174618	180248	1
ACbeta	8	180040	188229	1
PF3D7_0802700	8	188566	190316	1
CNA	8	191422	194498	1
PF3D7_0802900	8	194562	196059	1
CYP81	8	196270	198711	1
UTP14	8	198725	203315	1
PF3D7_0803200	8	203741	207068	1
MORG1	8	208184	210463	1
RAD54	8	211217	217167	1
PF3D7_0803500	8	217476	222589	1
PF3D7_0803600	8	222976	230577	1
g-tub	8	230967	233374	1
PF3D7_0803800	8	232904	234916	1
PF3D7_0803900	8	236442	236571	0
PF3D7_0804000	8	236954	241286	1
PF3D7_0804100	8	239057	239141	0
PF3D7_0804200	8	239877	240036	0
PF3D7_0804300	8	241609	244804	1
METAP1c	8	245027	248440	1
PF3D7_0804500	8	248516	268538	1
PF3D7_0804600	8	268603	271146	1
PF3D7_0804700	8	271417	277413	1
CYP24	8	278082	279206	1
PF3D7_0804900	8	279251	282015	1
PF3D7_0805000	8	282505	285200	1
PF3D7_0805100	8	286432	289198	1
GAMER	8	290626	291907	1
PF3D7_0805300	8	293097	297324	1
PF3D7_0805400	8	303060	304788	1
PF3D7_0805500	8	304814	310547	1
PAP2	8	310797	313261	1
FIKK8	8	313371	319794	1
PF3D7_0805800	8	322367	323677	1
PF3D7_0805900	8	324279	325655	1
PF3D7_0806000	8	325872	330187	1
PF3D7_0806100	8	330475	333020	1
DPY19	8	333168	337845	1
FLP	8	337844	343424	1
ALG13	8	344038	345365	1
PF3D7_0806500	8	344952	348269	1
PF3D7_0806600	8	349042	353536	1
PF3D7_0806700	8	353841	362906	1
PF3D7_0806800	8	362926	367241	1
PF3D7_0807000	8	367780	372978	1
PF3D7_0806900	8	368475	370478	1
PSH3	8	372356	376952	1
PF3D7_0807200	8	377439	379755	1
RAB18	8	380766	383025	1
COQ10	8	383413	386163	1
PF3D7_0807500	8	386301	388944	1
PF3D7_0807600	8	388027	395335	1
DegP	8	395356	399048	1
RPN10	8	399105	401398	1
TyrRS	8	401761	404190	1
PF3D7_0808000	8	404225	409140	1
PF3D7_0808100	8	409306	415756	1
PMX	8	415549	419066	1
PF3D7_0808300	8	419883	422701	1
SEC28	8	422708	424763	1
MPODD	8	424794	425171	1
PF3D7_0808500	8	427501	427635	0
PF3D7_0809000	8	456051	456185	0
pfa55-14	8	467507	472481	1
C4AP5	8	474788	474991	1
PF3D7_0809400	8	475439	478480	1
PF3D7_0809500	8	478028	478942	1
PF3D7_0809600	8	479438	497431	1
RUVB1	8	499463	501569	1
PF3D7_0809800	8	502338	506698	1
JmjC1	8	507486	512862	1
PF3D7_0810000	8	517385	518627	1
PF3D7_0810100	8	519144	520724	1
ABCK1	8	521170	524750	1
PPM5	8	524487	530847	1
AQP2	8	532220	534031	1
PPM7	8	533991	536642	1
DBP1	8	538956	545974	1
PF3D7_0810700	8	545282	547450	1
PPPK-DHPS	8	547896	551057	1
PF3D7_0810900	8	550902	553375	1
CUL1	8	553116	558148	1
PF3D7_0811100	8	557333	560018	1
EMC1	8	560303	564782	1
CAF1	8	565878	573416	1
PF3D7_0811400	8	574372	578973	1
CARM1	8	579007	582905	1
PF3D7_0811600	8	582804	589463	1
PF3D7_0811700	8	588248	593489	1
PF3D7_0811800	8	592954	595639	1
PF3D7_0811900	8	595885	601015	1
PF3D7_0812000	8	600525	602266	1
PF3D7_0812100	8	604520	613359	1
YihA3	8	612903	614862	1
PF3D7_0812200	8	614919	617931	1
SSP3	8	618843	620228	1
KARalpha	8	621441	624649	1
PF3D7_0812500	8	625465	630796	1
PF3D7_0812600	8	630864	632632	1
SNRPC	8	633221	635112	1
PF3D7_0812800	8	635537	635755	1
PF3D7_0812900	8	636628	642867	1
KIC7	8	643066	645158	1
PF3D7_0813100	8	646538	650135	1
PF3D7_0813200	8	650932	654029	1
PF3D7_0813300	8	655382	658303	1
PF3D7_0813400	8	658343	664292	1
PF3D7_0813500	8	665548	667095	1
PF3D7_0813600	8	668841	671366	1
ABCF1	8	670741	675700	1
GMD	8	676314	677698	1
RPS16	8	677696	679757	1
PF3D7_0814000	8	679355	681960	1
PF3D7_0814100	8	682034	685003	1
ALBA1	8	684997	689981	1
PF3D7_0814300	8	690182	694542	1
PF3D7_0814400	8	694720	697978	1
PF3D7_0814500	8	699666	703075	1
PIMMS22	8	703502	704683	1
PF3D7_0814700	8	705804	707350	1
FeSOD	8	707792	709223	1
Sel3	8	709033	711020	1
PF3D7_0815100	8	711239	714166	1
PF3D7_0815200	8	715597	720744	1
PF3D7_0815300	8	721348	725652	1
ATPTG3	8	725500	726860	1
PF3D7_0815500	8	727118	730725	1
EIF3G	8	729750	732584	1
Ub	8	732891	735068	1
VPS9	8	735354	742006	1
aLipDH	8	743266	745505	1
RRB1	8	745888	748084	1
PPCDC	8	748331	750033	1
VPS2	8	749823	751095	1
PF3D7_0816300	8	751942	756173	1
PF3D7_0816400	8	756978	758683	1
HSP20	8	760138	761031	1
ClpB1	8	761600	765908	1
TRAPPC2L	8	766329	767961	1
DMC1	8	767916	769803	1
AK2	8	770704	771789	1
UBA3	8	772568	773737	1
PF3D7_0817100	8	774134	777131	1
PF3D7_0817200	8	776926	780434	1
PF3D7_0817300	8	782602	791836	1
PF3D7_0817400	8	794136	798695	1
HINT1	8	798401	800807	1
PF3D7_0817600	8	800326	804715	1
RON5	8	804723	814055	1
C3AP3	8	814303	815974	1
HMGB2	8	816742	818583	1
SNRNP27	8	819137	822699	1
PF3D7_0818100	8	823912	827305	1
14-3-3I	8	827788	832382	1
PF3D7_0818300	8	833185	835334	1
FCF1	8	835358	837041	1
PF3D7_0818500	8	841264	844248	1
PBLP	8	844765	847530	1
PF3D7_0818700	8	847541	854736	1
IMP4	8	855347	857162	1
HSP70	8	858550	862980	1
PF3D7_0819000	8	863419	868820	1
PF3D7_0819100	8	869033	871357	1
PLP5	8	871410	873440	1
PF3D7_0819300	8	873926	877521	1
PLP4	8	878495	880459	1
PF3D7_0819500	8	881047	884462	1
PF3D7_0819600	8	884484	887623	1
PF3D7_0819700	8	888126	890471	1
PF3D7_0819800	8	891658	898502	1
LSM3	8	898831	899705	1
SRCAP	8	900195	908628	1
PF3D7_0820100	8	909083	910928	1
PGPS	8	911627	915386	1
PF3D7_0820300	8	917497	921911	1
PF3D7_0820400	8	921931	924596	1
YIF1	8	925054	927974	1
PF3D7_0820600	8	928546	930946	1
KDH	8	931673	935916	1
PF3D7_0820800	8	936266	939277	1
PF3D7_0820900	8	939305	944689	1
PF3D7_0821000	8	948437	951284	1
PK1	8	952488	956466	1
PF3D7_0821200	8	957099	958258	1
DHX36	8	958332	962154	1
PF3D7_0821400	8	964289	967130	1
NEP1	8	967747	969151	1
CLP1	8	969674	972177	1
PF3D7_0821700	8	972554	974543	1
SEC61B	8	974967	976983	1
PF3D7_0821900	8	976989	978474	1
PF3D7_0822000	8	978451	980772	1
MED7	8	980704	982153	1
PF3D7_0822200	8	982546	987696	1
SNRPG	8	987718	989078	1
PF3D7_0822400	8	989973	992608	1
DLC1	8	992633	994306	1
SEC23	8	996626	1000388	1
TRP1	8	1000443	1004032	1
SNRNP40	8	1005414	1007397	1
PIC2	8	1006504	1011755	1
VPS15	8	1012878	1017485	1
PF3D7_0823100	8	1018071	1021346	1
PF3D7_0823200	8	1021372	1025708	1
GCN5	8	1028410	1034211	1
PF3D7_0823400	8	1034417	1036428	1
IMC1i	8	1036973	1038764	1
LipB	8	1039724	1041357	1
TOM7	8	1041365	1042613	1
PF3D7_0823800	8	1042935	1046408	1
DTC	8	1047155	1048908	1
PF3D7_0824000	8	1049233	1051936	1
PF3D7_0824100	8	1052541	1054493	1
PF3D7_0824200	8	1054798	1059140	1
Obg2	8	1059246	1061567	1
NT2	8	1062190	1065384	1
PF3D7_0824500	8	1066036	1067958	1
DRE2	8	1068408	1070384	1
LMF1	8	1070718	1074779	1
PF3D7_0824800	8	1075261	1080181	1
PF3D7_0824900	8	1079441	1083413	1
PF3D7_0825000	8	1085451	1091286	1
PF3D7_0825100	8	1091998	1093221	1
IF3a	8	1093439	1094936	1
PF3D7_0825300	8	1094794	1095972	1
ATPTG15	8	1096198	1097701	1
KRI1	8	1097742	1100613	1
COA5	8	1100637	1101453	1
CryPH	8	1101887	1102804	1
PF3D7_0825800	8	1103768	1105108	1
PF3D7_0825900	8	1105631	1108315	1
PF3D7_0826000	8	1108918	1112872	1
HEUL	8	1112930	1140853	1
PF3D7_0826200	8	1142499	1144972	1
PF3D7_0826300	8	1144934	1147897	1
CPT	8	1148010	1149830	1
UBE4B	8	1151361	1157299	1
VAMP7	8	1156860	1158860	1
RACK1	8	1159770	1162786	1
PF3D7_0826800	8	1161232	1161329	0
PF3D7_0826900	8	1164491	1167540	1
DBP10	8	1167240	1171585	1
IF2c	8	1172102	1177112	1
PF3D7_0827200	8	1177310	1180324	1
PF3D7_0827300	8	1181264	1183916	1
PF3D7_0827400	8	1184595	1185251	1
PF3D7_0827500	8	1185861	1187510	1
PF3D7_0827600	8	1187168	1193439	1
PF3D7_0827700	8	1193847	1196678	1
SET3	8	1198717	1206312	1
PDI8	8	1206438	1209016	1
ROM3	8	1210692	1211860	1
PF3D7_0828100	8	1211965	1215795	1
PF3D7_0828200	8	1215932	1221181	1
PF3D7_0828300	8	1220018	1223432	1
OXA1	8	1223542	1226051	1
PF3D7_0828500	8	1226140	1228476	1
FT1	8	1229407	1232493	1
PF3D7_0828700	8	1232769	1236746	1
GAMA	8	1237184	1241229	1
PF3D7_0828900	8	1241589	1243830	1
PF3D7_0829000	8	1244473	1251543	1
CCDC124	8	1251559	1253831	1
PHB1	8	1254054	1255517	1
LSM8	8	1255816	1257815	1
PF3D7_0829400	8	1257111	1260032	1
PF3D7_0829500	8	1260048	1267062	1
ETRAMP8	8	1268752	1270237	1
PF3D7_0829700	8	1271278	1272090	0
PF3D7_0829800	8	1272718	1275456	0
PF3D7_0829900	8	1275625	1278795	0
PF3D7_0830000	8	1280004	1280114	0
PF3D7_0830100	8	1280935	1283761	0
PF3D7_0830200	8	1284578	1288948	0
SIAP2	8	1290240	1291406	1
PF3D7_0830400	8	1293204	1295482	1
TryThrA	8	1295569	1299431	1
PF3D7_0830600	8	1301831	1305620	1
PF3D7_0830700	8	1306209	1308595	1
SURF8.2	8	1309285	1317662	1
PF3D7_0830900	8	1317009	1318914	1
GEXP09	8	1320917	1323071	1
SURF8.1	8	1324597	1331626	1
PF3D7_0831200	8	1332590	1336697	1
GEXP13	8	1337791	1342328	1
PF3D7_0831400	8	1343563	1345903	1
PF3D7_0831500	8	1352286	1356302	1
CLAG8	8	1358188	1363639	1
HSP70x	8	1364640	1369862	1
PF3D7_0831750	8	1371847	1372720	0
HRP2	8	1373212	1376988	1
PF3D7_0831900	8	1380834	1381835	0
PF3D7_0832000	8	1383349	1384377	1
PF3D7_0832200	8	1391454	1394200	1
PF3D7_0832250	8	1394403	1394886	0
PF3D7_0832300	8	1397014	1397885	1
PF3D7_0832400	8	1399560	1400583	1
PF3D7_0832600	8	1405835	1406999	1
PF3D7_0832700	8	1408571	1409356	0
PF3D7_0832900	8	1414283	1415293	1
PF3D7_0833150	8	1424993	1425205	0
PF3D7_0833300	8	1429330	1430514	0
PF3D7_0900350	9	36430	36642	0
PF3D7_0900900	9	55074	56081	1
PF3D7_0901200	9	64216	64428	1
PF3D7_0901600	9	77861	78874	1
PF3D7_0901700	9	81122	83382	1
PF3D7_0901800	9	83928	85972	1
PF3D7_0901900	9	85707	88318	1
FIKK9.1	9	89201	92043	1
FIKK9.2	9	93768	95820	1
FIKK9.3	9	98010	101528	1
FIKK9.4	9	101962	105349	1
FIKK9.5	9	106514	108406	1
FIKK9.6	9	108747	112128	1
FIKK9.7	9	113409	115549	1
PF3D7_0902700	9	119261	120749	0
SERA9	9	120969	125252	1
PF3D7_0902900	9	127416	127724	1
PF3D7_0903000	9	128833	130079	1
RER1	9	130060	131208	1
RAB7	9	133034	136372	1
PF3D7_0903300	9	138715	151403	1
DDX60	9	151318	161672	1
NUP138	9	162043	167477	1
PF3D7_0903600	9	168458	173493	1
PF3D7_0903700	9	174409	177722	1
CCp4	9	179187	183991	1
RPL32	9	184821	186458	1
PF3D7_0904000	9	186468	190718	1
PF3D7_0904100	9	190858	195827	1
PH	9	197658	198894	1
PF3D7_0904300	9	199051	207458	1
SPC3	9	207785	209281	1
PF3D7_0904500	9	209347	211040	1
PF3D7_0904600	9	211700	218608	1
HU	9	218206	219855	1
CuTP	9	224609	233976	1
ATPTG4	9	234018	235610	1
NUP221	9	236028	243109	1
PF3D7_0905200	9	245200	249920	1
PF3D7_0905300	9	251353	269709	1
RhopH3	9	270371	275833	1
PF3D7_0905500	9	276467	279624	1
WDR66	9	280207	284102	1
ATG3	9	283888	287290	1
PF3D7_0905800	9	287480	293011	1
SEC27	9	293373	296649	1
RNaseII	9	298216	304767	1
VPS46	9	304951	306785	1
PF3D7_0906200	9	306807	309522	1
PF3D7_0906300	9	309887	312231	1
PF3D7_0906400	9	312356	315110	1
PF3D7_0906500	9	317027	319614	1
PF3D7_0906600	9	319627	323568	1
LRR9	9	329397	332004	1
PF3D7_0906800	9	332161	335229	1
PF3D7_0906890	9	334781	335636	1
PF3D7_0906910	9	335982	336778	1
PF3D7_0907000	9	337190	338027	1
PF3D7_0907100	9	338140	342542	1
PF3D7_0907200	9	344353	349864	1
PF3D7_0907300	9	349572	351287	1
ClpY	9	351552	355975	1
PF3D7_0907500	9	355983	358693	1
PF3D7_0907600	9	359594	363767	1
PA28	9	363574	365642	1
PF3D7_0907800	9	366444	367723	1
PDF	9	367738	368844	1
PMP1	9	369477	371999	1
PF3D7_0908100	9	373762	375586	1
PF3D7_0908200	9	377494	383371	1
PF3D7_0908300	9	383132	386854	1
PF3D7_0908400	9	387511	389444	1
PF3D7_0908500	9	389017	398034	1
PF3D7_0908600	9	398802	400941	1
PF3D7_0908700	9	401013	403688	1
PF3D7_0908800	9	404035	407267	1
PF3D7_0908900	9	405315	409866	1
PF3D7_0909000	9	410326	413841	1
PF3D7_0909100	9	414632	417901	1
POFUT2	9	418208	419895	1
ARP	9	420226	422542	1
PF3D7_0909400	9	422925	428516	1
SPM1	9	430069	432549	1
PF3D7_0909600	9	432221	435442	1
PF3D7_0909700	9	437400	444712	1
SNRPD3	9	445255	446630	1
PF3D7_0909900	9	447302	452462	1
SET4	9	452399	455743	1
PF3D7_0910100	9	456284	463345	1
PF3D7_0910200	9	464148	474861	1
PF3D7_0910300	9	475004	477689	1
PF3D7_0910400	9	477549	481768	1
PF3D7_0910500	9	482386	488608	1
YKT6.1	9	488911	491014	1
ALP5a	9	491036	493173	1
NBP35	9	493661	495804	1
PF3D7_0910900	9	495567	498316	1
PF3D7_0911000	9	499834	503245	1
PF3D7_0911100	9	504394	509439	1
PF3D7_0911200	9	509452	510913	1
CRMP1	9	511467	521529	1
PF3D7_0911400	9	521554	526248	1
PF3D7_0911500	9	526449	528094	1
PF3D7_0911600	9	528858	532077	1
PF3D7_0911700	9	532079	535972	1
PF3D7_0911800	9	535699	536950	1
ICP	9	536963	540283	1
PF3D7_0912000	9	540903	546278	1
PF3D7_0912100	9	546289	548478	1
PF3D7_0912200	9	549085	550446	1
PF3D7_0912400	9	551020	555071	1
PF3D7_0912500	9	555921	558634	1
PF3D7_0912600	9	559144	561979	1
PF3D7_0912700	9	562269	563000	1
GCD10	9	563201	566051	1
RPN8	9	566578	568830	1
PF3D7_0913000	9	568887	570663	1
PF3D7_0913100	9	571031	573349	1
PF3D7_0913150	9	573701	573838	1
EF-1beta	9	574522	576690	1
PF3D7_0913300	9	576759	579774	1
PF3D7_0913400	9	580760	581468	1
AMR4	9	582066	584192	1
PF3D7_0913600	9	584541	588762	1
PF3D7_0913700	9	589182	591559	1
PF3D7_0913800	9	592048	593728	1
RRSapi	9	594181	597274	1
PF3D7_0914000	9	597575	600651	1
PF3D7_0914100	9	600676	604593	1
PF3D7_0914200	9	607882	611319	1
PF3D7_0914300	9	612976	615740	1
KIC3	9	617808	619842	1
PF3D7_0914500	9	620655	626568	1
ELF1	9	627065	629120	1
MFR4	9	629371	632391	1
PF3D7_0914800	9	632540	635285	1
PF3D7_0914900	9	635647	639564	1
NDH2	9	639648	641731	1
UBC9	9	642878	644798	1
PF3D7_0915200	9	644974	646738	1
PF3D7_0915300	9	646547	649563	1
PFK9	9	649973	656340	1
PF3D7_0915500	9	657072	659906	1
PF3D7_0915600	9	659929	661258	1
ApiCOX30	9	661255	662866	1
GLTP	9	663573	664607	1
PF3D7_0915900	9	664952	667315	1
MFS2	9	666577	671763	1
TRX3	9	673514	675464	1
PF3D7_0916200	9	675629	679979	1
PF3D7_0916300	9	680231	681984	1
PF3D7_0916400	9	683244	691188	1
PF3D7_0916600	9	694527	695602	1
HoMu	9	696194	702782	1
PF3D7_0916800	9	702975	703679	1
PF3D7_0916900	9	703682	706678	1
MOP	9	706053	712389	1
OGG1	9	712444	715666	1
PF3D7_0917200	9	716325	717506	1
PF3D7_0917300	9	718087	720418	1
PF3D7_0917400	9	720420	726262	1
PF3D7_0917500	9	726278	729348	1
PRP43	9	729418	732520	1
PF3D7_0917700	9	732608	734242	1
PF3D7_0917800	9	734361	736105	1
BIP	9	736669	741656	1
GAP50	9	741677	745333	1
PF3D7_0918100	9	746396	749301	1
PF3D7_0918200	9	748534	750334	1
EIF3F	9	750973	752942	1
PF3D7_0918400	9	754297	760269	1
TR	9	761211	763358	0
RECQ1	9	764429	767461	1
PF3D7_0918700	9	769319	772498	1
PF3D7_0918800	9	772161	774937	1
gammaGCS	9	775058	780804	1
NAPS	9	780844	783347	1
PF3D7_0919100	9	785169	789003	1
PF3D7_0919200	9	788717	791151	1
TrxL1	9	792890	794428	1
PDI-Trans	9	795265	798335	1
MFS3	9	798498	799928	1
WBP1	9	800671	802645	1
PF3D7_0919700	9	802655	804294	1
PF3D7_0919800	9	803743	808112	1
RCC-PIP	9	809430	821487	1
ELO3	9	822634	825411	1
PF3D7_0920100	9	824705	827203	1
PF3D7_0920200	9	827405	830952	1
PF3D7_0920300	9	831524	832780	1
PF3D7_0920400	9	833308	840082	1
PF3D7_0920500	9	840386	842993	1
PF3D7_0920600	9	843108	847719	1
PF3D7_0920700	9	848626	851420	1
IMPDH	9	851981	854752	1
PRP24	9	855159	857745	1
PF3D7_0921000	9	857262	859606	1
PF3D7_0921100	9	860933	863136	1
PF3D7_0921200	9	862525	870954	1
PF3D7_0921300	9	871334	873544	1
NifU	9	873971	875133	1
PF3D7_0921500	9	875602	876867	1
PF3D7_0921600	9	877514	883452	1
PF3D7_0921700	9	883515	885592	1
RPF1	9	885956	887813	1
PF3D7_0921900	9	888237	889965	1
PF3D7_0922000	9	890057	893267	1
PF3D7_0922100	9	894280	901286	1
SAMS	9	901584	905953	1
PF3D7_0922300	9	905998	908357	1
pBAS	9	908583	912061	1
PGK	9	912487	915584	1
PF3D7_0922600	9	915914	918790	1
PRP18	9	918958	921672	1
PF3D7_0922800	9	922012	935804	1
FabG	9	936724	938572	1
RPB3	9	938929	940716	1
PF3D7_0923100	9	941830	942498	1
NOS	9	943129	947005	1
PLP3	9	947033	949498	1
PF3D7_0923400	9	949967	954244	1
PF3D7_0923500	9	954558	958587	1
LipL2	9	958734	960089	1
PF3D7_0923700	9	960181	961390	1
TRXR	9	961633	963872	1
PABP2	9	966770	969413	1
PF3D7_0924000	9	971634	977256	1
PF3D7_0924100	9	977433	980128	1
PF3D7_0924200	9	979992	984808	1
TPK	9	984509	986117	1
PF3D7_0924400	9	987949	993032	1
PF3D7_0924500	9	993199	998110	1
PF3D7_0924600	9	998794	1006187	1
SF3A3	9	1006205	1009028	1
TRF1	9	1009063	1009755	1
ATAT	9	1010380	1011822	1
PF3D7_0925000	9	1011837	1014313	1
PF3D7_0925100	9	1014478	1015518	1
RRP8	9	1017310	1018970	1
aPRS	9	1019164	1020903	1
PF3D7_0925400	9	1021426	1023671	1
TLP2	9	1024702	1026683	1
PF3D7_0925600	9	1026711	1028500	1
HDAC1	9	1028046	1031647	1
UPF2	9	1033046	1039152	1
LCN	9	1039462	1042118	1
PF3D7_0926000	9	1043374	1048185	1
PF3D7_0926100	9	1047843	1059006	1
PF3D7_0926200	9	1062667	1064356	1
PF3D7_0926300	9	1064388	1070885	1
PF3D7_0926400	9	1070433	1073592	1
